organization,part_id,total_count,correct_count,incorrect_count,correct_percentage,avg_correct_percentage
org_6,id_92,2,2,0,100.0,100.0
org_6,id_89,7,7,0,100.0,100.0
org_6,id_91,9,9,0,100.0,100.0
org_6,id_88,13,13,0,100.0,100.0
org_6,id_62,160,160,0,100.0,100.0
org_6,id_87,359,359,0,100.0,100.0
org_7,id_8,5,5,0,100.0,96.07843137254902
org_7,id_631,6,6,0,100.0,96.07843137254902
org_7,id_634,8,8,0,100.0,96.07843137254902
org_7,id_633,9,9,0,100.0,96.07843137254902
org_7,id_59,15,15,0,100.0,96.07843137254902
org_7,id_11,17,16,1,94.11764705882352,96.07843137254902
org_7,id_629,17,17,0,100.0,96.07843137254902
org_7,id_630,17,12,5,70.58823529411765,96.07843137254902
org_7,id_632,401,401,0,100.0,96.07843137254902
org_8,id_11,2,2,0,100.0,98.6283429831817
org_8,id_679,2,2,0,100.0,98.6283429831817
org_8,id_678,9,9,0,100.0,98.6283429831817
org_8,id_677,13,12,1,92.3076923076923,98.6283429831817
org_8,id_676,53,53,0,100.0,98.6283429831817
org_8,id_675,372,370,2,99.46236559139786,98.6283429831817
org_9,id_326,3,3,0,100.0,96.601512444276
org_9,id_599,3,3,0,100.0,96.601512444276
org_9,id_11,11,11,0,100.0,96.601512444276
org_9,id_59,13,13,0,100.0,96.601512444276
org_9,id_598,146,122,24,83.56164383561644,96.601512444276
org_9,id_597,253,243,10,96.04743083003953,96.601512444276
